id,session_id,sample_id,scores,comment,timestamp,duration_ms
201,session_1756353496876_expressivity_none,v002_terrified_neutral_scale_1.5,"{""emotion"":2,""quality"":3,""similarity"":2}",,2025-08-28 03:58:55.822+00,38946
202,session_1756353496876_expressivity_none,v001_happy_neutral_scale_2.5,"{""emotion"":2,""quality"":3,""similarity"":2}",,2025-08-28 03:59:12.04+00,55164
203,session_1756353496876_expressivity_none,v002_happy_opposite_scale_0.5,"{""emotion"":2,""quality"":2,""similarity"":3}",,2025-08-28 03:59:25.179+00,68303
204,session_1756353496876_expressivity_none,v002_angry_neutral_scale_3.0,"{""emotion"":2,""quality"":1,""similarity"":2}",,2025-08-28 03:59:40.902+00,84026
205,session_1756353496876_expressivity_none,v002_surprise_neutral_scale_1.5,"{""emotion"":2,""quality"":1,""similarity"":3}",,2025-08-28 03:59:53.186+00,96310
206,session_1756353496876_expressivity_none,v002_surprise_match_scale_3.0,"{""emotion"":1,""quality"":1,""similarity"":2}",,2025-08-28 04:00:03.644+00,106768
207,session_1756353496876_expressivity_none,v002_fear_opposite_scale_3.0,"{""emotion"":2,""quality"":2,""similarity"":3}",,2025-08-28 04:00:40.898+00,144022
208,session_1756353496876_expressivity_none,v001_excitement_neutral_scale_2.0,"{""emotion"":2,""quality"":2,""similarity"":1}",,2025-08-28 04:00:59.462+00,162586
209,session_1756353496876_expressivity_none,v002_whisper_neutral_scale_0.5,"{""emotion"":1,""quality"":2,""similarity"":4}",,2025-08-28 04:01:13.503+00,176627
210,session_1756353496876_expressivity_none,v002_excited_neutral_scale_3.0,"{""emotion"":5,""quality"":2,""similarity"":3}",,2025-08-28 04:01:24.034+00,187158
211,session_1756353496876_expressivity_none,v001_surprise_match_scale_1.0,"{""emotion"":5,""quality"":3,""similarity"":3}",,2025-08-28 04:01:35.631+00,198755
212,session_1756353496876_expressivity_none,v001_excited_match_scale_1.5,"{""emotion"":4,""quality"":2,""similarity"":2}",,2025-08-28 04:01:50.862+00,213986
213,session_1756353496876_expressivity_none,v002_fear_neutral_scale_0.5,"{""emotion"":1,""quality"":3,""similarity"":2}",,2025-08-28 04:02:05.42+00,228544
214,session_1756353496876_expressivity_none,v001_toneup_neutral_scale_1.0,"{""emotion"":1,""quality"":1,""similarity"":4}",,2025-08-28 04:02:18.798+00,241922
215,session_1756353496876_expressivity_none,v002_angry_opposite_scale_2.5,"{""emotion"":6,""quality"":4,""similarity"":4}",,2025-08-28 04:02:34.087+00,257211
216,session_1756353496876_expressivity_none,v002_terrified_match_scale_1.0,"{""emotion"":3,""quality"":2,""similarity"":1}",,2025-08-28 04:02:53.857+00,276981
217,session_1756353496876_expressivity_none,v001_excitement_match_scale_2.5,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-28 04:03:07.129+00,290253
218,session_1756353496876_expressivity_none,v002_tonedown_opposite_scale_1.5,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 04:03:24.577+00,307701
219,session_1756353496876_expressivity_none,v001_tonedown_neutral_scale_3.0,"{""emotion"":6,""quality"":2,""similarity"":3}",,2025-08-28 04:03:38.495+00,321619
220,session_1756353496876_expressivity_none,v001_furious_match_scale_1.5,"{""emotion"":6,""quality"":2,""similarity"":2}",,2025-08-28 04:03:49.767+00,332891
221,session_1756353496876_expressivity_none,v001_toneup_opposite_scale_1.5,"{""emotion"":2,""quality"":1,""similarity"":1}",,2025-08-28 04:04:06.642+00,349766
222,session_1756353496876_expressivity_none,v001_fear_match_scale_0.5,"{""emotion"":4,""quality"":3,""similarity"":5}",,2025-08-28 04:04:20.339+00,363463
223,session_1756353496876_expressivity_none,v001_excited_neutral_scale_2.0,"{""emotion"":3,""quality"":2,""similarity"":2}",,2025-08-28 04:04:41.744+00,384868
224,session_1756348942369_expressivity_none,v002_surprise_neutral_scale_2.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 02:42:51.212+00,28843
225,session_1756348942369_expressivity_none,v001_happy_neutral_scale_1.5,"{""emotion"":6,""quality"":5,""similarity"":4}",,2025-08-28 02:43:07.976+00,45607
226,session_1756348942369_expressivity_none,v001_whisper_neutral_scale_3.0,"{""emotion"":7,""quality"":7,""similarity"":7}",,2025-08-28 02:43:20.133+00,57764
227,session_1756348942369_expressivity_none,v002_toneup_opposite_scale_2.0,"{""emotion"":6,""quality"":5,""similarity"":5}",,2025-08-28 02:43:51.6+00,89232
228,session_1756348942369_expressivity_none,v001_excited_match_scale_2.0,"{""emotion"":2,""quality"":3,""similarity"":3}",,2025-08-28 02:44:13.309+00,110940
229,session_1756348942369_expressivity_none,v001_fear_match_scale_2.5,"{""emotion"":4,""quality"":5,""similarity"":4}",,2025-08-28 02:44:36.42+00,134051
230,session_1756348942369_expressivity_none,v001_furious_opposite_scale_1.5,"{""emotion"":5,""quality"":4,""similarity"":3}",,2025-08-28 02:44:54.859+00,152490
231,session_1756348942369_expressivity_none,v001_furious_neutral_scale_2.0,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 02:45:10.944+00,168575
232,session_1756348942369_expressivity_none,v002_happy_opposite_scale_1.0,"{""emotion"":6,""quality"":4,""similarity"":5}",,2025-08-28 02:45:28.664+00,186295
233,session_1756348942369_expressivity_none,v001_excited_opposite_scale_2.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 02:45:39.459+00,197090
234,session_1756348942369_expressivity_none,v002_toneup_match_scale_1.5,"{""emotion"":5,""quality"":2,""similarity"":5}",,2025-08-28 02:45:55.392+00,213023
235,session_1756348942369_expressivity_none,v002_happy_match_scale_1.5,"{""emotion"":3,""quality"":5,""similarity"":4}",,2025-08-28 02:46:22.311+00,239942
236,session_1756348942369_expressivity_none,v001_furious_match_scale_2.0,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-28 04:16:58.118+00,5675749
237,session_1756348942369_expressivity_none,v002_toneup_neutral_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 04:17:08.764+00,5686395
238,session_1756348942369_expressivity_none,v002_toneup_opposite_scale_0.5,"{""emotion"":6,""quality"":5,""similarity"":4}",,2025-08-28 04:17:22.659+00,5700290
239,session_1756348942369_expressivity_none,v002_tonedown_match_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 04:17:34.945+00,5712576
240,session_1756348942369_expressivity_none,v001_terrified_match_scale_1.0,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-28 04:17:49.504+00,5727135
241,session_1756348942369_expressivity_none,v001_excited_neutral_scale_0.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 04:18:06.026+00,5743657
242,session_1756348942369_expressivity_none,v001_excited_match_scale_1.5,"{""emotion"":6,""quality"":4,""similarity"":6}",,2025-08-28 04:18:18.712+00,5756343
243,session_1756348942369_expressivity_none,v002_sad_opposite_scale_3.0,"{""emotion"":4,""quality"":5,""similarity"":5}",,2025-08-28 04:18:34.567+00,5772198
244,session_1756348942369_expressivity_none,v002_happy_neutral_scale_0.5,"{""emotion"":3,""quality"":4,""similarity"":4}",,2025-08-28 04:18:46.863+00,5784494
245,session_1756348942369_expressivity_none,v001_surprise_opposite_scale_2.0,"{""emotion"":2,""quality"":2,""similarity"":4}",,2025-08-28 04:18:59.826+00,5797457
246,session_1756348942369_expressivity_none,v001_surprise_opposite_scale_2.5,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 04:19:13.09+00,5810721
247,session_1756348942369_expressivity_none,v001_fear_match_scale_3.0,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-28 04:19:31.078+00,5828709
248,session_1756348942369_expressivity_none,v002_sad_neutral_scale_1.0,"{""emotion"":4,""quality"":4,""similarity"":5}",,2025-08-28 04:19:49.62+00,5847251
249,session_1756348942369_expressivity_none,v002_surprise_neutral_scale_2.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 02:42:51.212+00,28843
250,session_1756348942369_expressivity_none,v001_happy_neutral_scale_1.5,"{""emotion"":6,""quality"":5,""similarity"":4}",,2025-08-28 02:43:07.976+00,45607
251,session_1756348942369_expressivity_none,v001_whisper_neutral_scale_3.0,"{""emotion"":7,""quality"":7,""similarity"":7}",,2025-08-28 02:43:20.133+00,57764
252,session_1756348942369_expressivity_none,v002_toneup_opposite_scale_2.0,"{""emotion"":6,""quality"":5,""similarity"":5}",,2025-08-28 02:43:51.6+00,89232
253,session_1756348942369_expressivity_none,v001_excited_match_scale_2.0,"{""emotion"":2,""quality"":3,""similarity"":3}",,2025-08-28 02:44:13.309+00,110940
254,session_1756348942369_expressivity_none,v001_fear_match_scale_2.5,"{""emotion"":4,""quality"":5,""similarity"":4}",,2025-08-28 02:44:36.42+00,134051
255,session_1756348942369_expressivity_none,v001_furious_opposite_scale_1.5,"{""emotion"":5,""quality"":4,""similarity"":3}",,2025-08-28 02:44:54.859+00,152490
256,session_1756348942369_expressivity_none,v001_furious_neutral_scale_2.0,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 02:45:10.944+00,168575
257,session_1756348942369_expressivity_none,v002_happy_opposite_scale_1.0,"{""emotion"":6,""quality"":4,""similarity"":5}",,2025-08-28 02:45:28.664+00,186295
258,session_1756348942369_expressivity_none,v001_excited_opposite_scale_2.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 02:45:39.459+00,197090
259,session_1756348942369_expressivity_none,v002_toneup_match_scale_1.5,"{""emotion"":5,""quality"":2,""similarity"":5}",,2025-08-28 02:45:55.392+00,213023
260,session_1756348942369_expressivity_none,v002_happy_match_scale_1.5,"{""emotion"":3,""quality"":5,""similarity"":4}",,2025-08-28 02:46:22.311+00,239942
261,session_1756348942369_expressivity_none,v001_furious_match_scale_2.0,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-28 04:16:58.118+00,5675749
262,session_1756348942369_expressivity_none,v002_toneup_neutral_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 04:17:08.764+00,5686395
263,session_1756348942369_expressivity_none,v002_toneup_opposite_scale_0.5,"{""emotion"":6,""quality"":5,""similarity"":4}",,2025-08-28 04:17:22.659+00,5700290
264,session_1756348942369_expressivity_none,v002_tonedown_match_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 04:17:34.945+00,5712576
265,session_1756348942369_expressivity_none,v001_terrified_match_scale_1.0,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-28 04:17:49.504+00,5727135
266,session_1756348942369_expressivity_none,v001_excited_neutral_scale_0.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 04:18:06.026+00,5743657
267,session_1756348942369_expressivity_none,v001_excited_match_scale_1.5,"{""emotion"":6,""quality"":4,""similarity"":6}",,2025-08-28 04:18:18.712+00,5756343
268,session_1756348942369_expressivity_none,v002_sad_opposite_scale_3.0,"{""emotion"":4,""quality"":5,""similarity"":5}",,2025-08-28 04:18:34.567+00,5772198
269,session_1756348942369_expressivity_none,v002_happy_neutral_scale_0.5,"{""emotion"":3,""quality"":4,""similarity"":4}",,2025-08-28 04:18:46.863+00,5784494
270,session_1756348942369_expressivity_none,v001_surprise_opposite_scale_2.0,"{""emotion"":2,""quality"":2,""similarity"":4}",,2025-08-28 04:18:59.826+00,5797457
271,session_1756348942369_expressivity_none,v001_surprise_opposite_scale_2.5,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 04:19:13.09+00,5810721
272,session_1756348942369_expressivity_none,v001_fear_match_scale_3.0,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-28 04:19:31.078+00,5828709
273,session_1756348942369_expressivity_none,v002_sad_neutral_scale_1.0,"{""emotion"":4,""quality"":4,""similarity"":5}",,2025-08-28 04:19:49.62+00,5847251
274,session_1756295199741_expressivity_none,v002_whisper_match_scale_3.0,"{""emotion"":6,""quality"":4,""similarity"":6}",소리가 좀 웅웅 거리는데 Quality Issue로 작성했습니다. 그리고 여성 목소리인데 속삭이니까 좀 흉성이 과도하게 들어가서 남성적인 느낌도 있습니다.,2025-08-27 11:48:39.831+00,120090
275,session_1756295199741_expressivity_none,v002_furious_opposite_scale_2.0,"{""emotion"":1,""quality"":2,""similarity"":4}",더 화난 느낌은 없고 소리가 조금 작아진 느낌만 있습니다.,2025-08-27 11:50:13.475+00,213734
276,session_1756295199741_expressivity_none,v001_whisper_opposite_scale_2.5,"{""emotion"":7,""quality"":7,""similarity"":4}",이건 웅웅소리도 안나고 좋은데 약간 다른 사람 느낌입니다.,2025-08-27 11:51:06.093+00,266352
277,session_1756295199741_expressivity_none,v002_excitement_neutral_scale_1.0,"{""emotion"":2,""quality"":5,""similarity"":4}","사람도 좀 다르게 느껴지고, 더 Excited된 느낌은 없습니다.",2025-08-27 11:53:08.491+00,388750
278,session_1756295199741_expressivity_none,v001_excited_match_scale_3.0,"{""emotion"":4,""quality"":6,""similarity"":6}","괜찮은데, 남자가 더 Excited 되었을때 목소리의 높낮이가 약간 여자가 높낮이를 바꾸듯이 해서 남자지만 동성애자인가? 느낌도 듭니다. Excited 될때 목소리가 어떻게 바뀌는지를 여자 목소리의 변화를 써서 학습했나? 싶은 생각이 듭니다.",2025-08-27 11:55:13.82+00,514079
279,session_1756295199741_expressivity_none,v001_fear_neutral_scale_0.5,"{""emotion"":1,""quality"":2,""similarity"":5}",Fear는 느껴지지 않네요.,2025-08-27 11:55:57.87+00,558129
280,session_1756295199741_expressivity_none,v001_angry_opposite_scale_3.0,"{""emotion"":1,""quality"":1,""similarity"":1}",오리지널은 남자목소리 타겟은 여자목소리 같습니다. 더 화가난 것처럼 느껴지지도 않습니다.,2025-08-27 11:56:58.672+00,618931
281,session_1756295199741_expressivity_none,v002_fear_opposite_scale_3.0,"{""emotion"":1,""quality"":2,""similarity"":1}",,2025-08-27 12:10:32.53+00,1432789
282,session_1756295199741_expressivity_none,v002_angry_neutral_scale_3.0,"{""emotion"":1,""quality"":3,""similarity"":4}",,2025-08-27 12:11:37.35+00,1497609
283,session_1756295199741_expressivity_none,v002_terrified_match_scale_0.5,"{""emotion"":6,""quality"":6,""similarity"":6}",좋은데 가멍 표현이 뒷부분에 치중되 느낌,2025-08-27 12:12:30.916+00,1551175
284,session_1756295199741_expressivity_none,v002_furious_neutral_scale_3.0,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-27 12:14:20.146+00,1660405
285,session_1756295199741_expressivity_none,v002_fear_opposite_scale_1.0,"{""emotion"":1,""quality"":4,""similarity"":5}",,2025-08-27 12:14:40.002+00,1680261
286,session_1756295199741_expressivity_none,v002_tonedown_neutral_scale_1.0,"{""emotion"":4,""quality"":3,""similarity"":6}",톤다운인데 그냥 약간 느려진 느낌입니다.,2025-08-27 12:15:19.964+00,1720223
287,session_1756295199741_expressivity_none,v002_toneup_match_scale_3.0,"{""emotion"":6,""quality"":4,""similarity"":6}",기계음이 들리는데 톤업은 잘 표현 된 것 같습니다.,2025-08-27 12:16:14.312+00,1774571
288,session_1756295199741_expressivity_none,v002_surprise_neutral_scale_2.5,"{""emotion"":1,""quality"":6,""similarity"":3}",,2025-08-27 12:16:54.379+00,1814638
289,session_1756295199741_expressivity_none,v002_angry_opposite_scale_0.5,"{""emotion"":5,""quality"":4,""similarity"":6}",감정이 더 격한 느낌은 드는데 이게 더 Angry 한건지는 모르겠습니다.,2025-08-27 12:17:53.933+00,1874192
290,session_1756295199741_expressivity_none,v002_angry_neutral_scale_1.0,"{""emotion"":6,""quality"":5,""similarity"":5}",,2025-08-27 12:19:19.994+00,1960253
291,session_1756295199741_expressivity_none,v001_tonedown_neutral_scale_0.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-27 12:19:54.995+00,1995254
292,session_1756295199741_expressivity_none,v002_whisper_opposite_scale_0.5,"{""emotion"":1,""quality"":5,""similarity"":5}",,2025-08-27 12:20:13.868+00,2014127
293,session_1756295199741_expressivity_none,v001_angry_match_scale_3.0,"{""emotion"":4,""quality"":5,""similarity"":5}",처음에 약간 속사임 느낌 그리고 뒤에는 화는느낌이네요.,2025-08-27 12:20:54.8+00,2055059
294,session_1756295199741_expressivity_none,v001_tonedown_match_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-27 12:21:14.235+00,2074494
295,session_1756295199741_expressivity_none,v001_sad_opposite_scale_2.5,"{""emotion"":1,""quality"":4,""similarity"":1}",하나는 여자 다른건 남자 목소리 같습니다.,2025-08-27 12:21:57.178+00,2117437
296,session_1756295199741_expressivity_none,v002_sad_opposite_scale_3.0,"{""emotion"":3,""quality"":5,""similarity"":3}",,2025-08-27 12:22:25.461+00,2145720
297,session_1756295199741_expressivity_none,v001_excited_match_scale_2.0,"{""emotion"":6,""quality"":5,""similarity"":6}",,2025-08-27 12:22:51.734+00,2171993
298,session_1756295199741_expressivity_none,v002_fear_opposite_scale_2.0,"{""emotion"":1,""quality"":1,""similarity"":1}",,2025-08-27 12:23:21.588+00,2201847
299,session_1756356133558_expressivity_none,v002_excitement_match_scale_1.0,"{""emotion"":7,""quality"":4,""similarity"":7}",,2025-08-28 04:42:58.612+00,45054
300,session_1756356133558_expressivity_none,v002_toneup_match_scale_1.5,"{""emotion"":7,""quality"":3,""similarity"":7}",,2025-08-28 04:44:26.131+00,132573
301,session_1756356133558_expressivity_none,v001_whisper_opposite_scale_3.0,"{""emotion"":7,""quality"":4,""similarity"":7}",,2025-08-28 04:44:42.444+00,148886
302,session_1756356133558_expressivity_none,v001_happy_match_scale_3.0,"{""emotion"":5,""quality"":2,""similarity"":2}",,2025-08-28 04:45:04.327+00,170769
303,session_1756356133558_expressivity_none,v001_tonedown_neutral_scale_2.0,"{""emotion"":6,""quality"":5,""similarity"":6}",,2025-08-28 04:45:26.243+00,192685
304,session_1756356133558_expressivity_none,v001_happy_match_scale_2.5,"{""emotion"":5,""quality"":3,""similarity"":2}",,2025-08-28 04:45:45.377+00,211819
305,session_1756356133558_expressivity_none,v001_happy_opposite_scale_3.0,"{""emotion"":5,""quality"":4,""similarity"":2}",,2025-08-28 04:45:58.793+00,225235
306,session_1756356133558_expressivity_none,v001_toneup_neutral_scale_3.0,"{""emotion"":1,""quality"":4,""similarity"":1}",,2025-08-28 04:46:27.28+00,253722
307,session_1756356133558_expressivity_none,v001_sad_match_scale_1.0,"{""emotion"":3,""quality"":4,""similarity"":4}",,2025-08-28 04:46:55.293+00,281735
308,session_1756356133558_expressivity_none,v001_whisper_neutral_scale_0.5,"{""emotion"":1,""quality"":4,""similarity"":4}",,2025-08-28 04:47:12.892+00,299334
309,session_1756356133558_expressivity_none,v001_happy_opposite_scale_2.0,"{""emotion"":6,""quality"":4,""similarity"":3}",,2025-08-28 04:47:32.231+00,318673
310,session_1756356133558_expressivity_none,v001_happy_neutral_scale_1.5,"{""emotion"":4,""quality"":5,""similarity"":4}",,2025-08-28 04:48:03.24+00,349682
311,session_1756356133558_expressivity_none,v001_toneup_neutral_scale_1.5,"{""emotion"":5,""quality"":4,""similarity"":4}",,2025-08-28 04:48:20.459+00,366901
312,session_1756356133558_expressivity_none,v001_whisper_match_scale_2.5,"{""emotion"":7,""quality"":5,""similarity"":5}",,2025-08-28 04:48:34.008+00,380450
313,session_1756356133558_expressivity_none,v001_whisper_neutral_scale_1.0,"{""emotion"":7,""quality"":6,""similarity"":6}",,2025-08-28 04:49:08.695+00,415137
314,session_1756356133558_expressivity_none,v001_happy_opposite_scale_1.5,"{""emotion"":5,""quality"":5,""similarity"":4}",,2025-08-28 04:49:29.59+00,436032
315,session_1756356133558_expressivity_none,v001_sad_match_scale_0.5,"{""emotion"":2,""quality"":5,""similarity"":5}",,2025-08-28 04:49:56.673+00,463115
316,session_1756356133558_expressivity_none,v001_tonedown_match_scale_3.0,"{""emotion"":2,""quality"":5,""similarity"":5}",,2025-08-28 04:50:31.623+00,498065
317,session_1756356133558_expressivity_none,v001_happy_opposite_scale_0.5,"{""emotion"":3,""quality"":4,""similarity"":4}",,2025-08-28 04:50:55.706+00,522148
318,session_1756356133558_expressivity_none,v001_tonedown_neutral_scale_0.5,"{""emotion"":4,""quality"":5,""similarity"":5}",,2025-08-28 04:51:13.11+00,539552
319,session_1756356133558_expressivity_none,v001_sad_opposite_scale_2.5,"{""emotion"":4,""quality"":5,""similarity"":1}",,2025-08-28 04:51:46.621+00,573063
320,session_1756356133558_expressivity_none,v001_angry_match_scale_1.5,"{""emotion"":5,""quality"":4,""similarity"":3}",,2025-08-28 04:52:15.509+00,601951
321,session_1756356133558_expressivity_none,v001_sad_opposite_scale_3.0,"{""emotion"":2,""quality"":6,""similarity"":2}",,2025-08-28 04:52:40.954+00,627396
322,session_1756356133558_expressivity_none,v001_happy_opposite_scale_1.0,"{""emotion"":2,""quality"":3,""similarity"":4}",,2025-08-28 04:53:06.287+00,652729
323,session_1756356133558_expressivity_none,v001_sad_opposite_scale_2.0,"{""emotion"":1,""quality"":1,""similarity"":4}",,2025-08-28 04:53:18.454+00,664896
324,session_1756356815556_expressivity_0.6,v001_toneup_match_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":7}",,2025-08-28 04:53:50.871+00,15315
325,session_1756356815556_expressivity_0.6,v001_fear_match_scale_2.5,"{""emotion"":6,""quality"":5,""similarity"":4}",,2025-08-28 04:54:13.674+00,38118
326,session_1756356815556_expressivity_0.6,v001_surprise_match_scale_1.5,"{""emotion"":5,""quality"":6,""similarity"":6}",,2025-08-28 04:54:39.387+00,63831
327,session_1756356815556_expressivity_0.6,v002_whisper_opposite_scale_3.0,"{""emotion"":5,""quality"":2,""similarity"":5}",,2025-08-28 04:54:55.986+00,80430
328,session_1756356815556_expressivity_0.6,v002_sad_opposite_scale_1.5,"{""emotion"":7,""quality"":6,""similarity"":7}",,2025-08-28 04:55:13.986+00,98430
329,session_1756356815556_expressivity_0.6,v001_tonedown_opposite_scale_0.5,"{""emotion"":4,""quality"":5,""similarity"":5}",,2025-08-28 04:55:35.669+00,120113
330,session_1756356815556_expressivity_0.6,v002_terrified_opposite_scale_0.5,"{""emotion"":1,""quality"":5,""similarity"":3}",,2025-08-28 04:56:33.547+00,177991
331,session_1756356815556_expressivity_0.6,v001_excited_neutral_scale_2.0,"{""emotion"":5,""quality"":5,""similarity"":4}",,2025-08-28 04:56:50.063+00,194507
332,session_1756356815556_expressivity_0.6,v002_happy_opposite_scale_2.0,"{""emotion"":4,""quality"":4,""similarity"":4}",,2025-08-28 04:57:06.896+00,211340
333,session_1756356815556_expressivity_0.6,v001_terrified_neutral_scale_3.0,"{""emotion"":6,""quality"":6,""similarity"":5}",,2025-08-28 04:57:28.313+00,232757
334,session_1756356815556_expressivity_0.6,v001_excitement_match_scale_0.5,"{""emotion"":6,""quality"":4,""similarity"":5}",,2025-08-28 04:57:59.212+00,263656
335,session_1756356815556_expressivity_0.6,v001_excitement_match_scale_1.0,"{""emotion"":6,""quality"":1,""similarity"":4}",,2025-08-28 04:58:23.428+00,287872
336,session_1756356815556_expressivity_0.6,v001_tonedown_match_scale_1.0,"{""emotion"":7,""quality"":5,""similarity"":5}",,2025-08-28 04:58:43.267+00,307711
337,session_1756356815556_expressivity_0.6,v001_whisper_match_scale_0.5,"{""emotion"":7,""quality"":7,""similarity"":3}",,2025-08-28 04:59:03.195+00,327639
338,session_1756356815556_expressivity_0.6,v001_angry_match_scale_2.0,"{""emotion"":6,""quality"":5,""similarity"":6}",,2025-08-28 04:59:20.845+00,345289
339,session_1756356815556_expressivity_0.6,v001_excited_match_scale_2.5,"{""emotion"":6,""quality"":6,""similarity"":7}",,2025-08-28 04:59:45.11+00,369554
340,session_1756356815556_expressivity_0.6,v002_surprise_opposite_scale_2.5,"{""emotion"":1,""quality"":4,""similarity"":7}",,2025-08-28 05:00:12.278+00,396722
341,session_1756356815556_expressivity_0.6,v001_fear_match_scale_3.0,"{""emotion"":1,""quality"":5,""similarity"":4}",,2025-08-28 05:00:31.878+00,416322
342,session_1756356815556_expressivity_0.6,v002_happy_neutral_scale_3.0,"{""emotion"":1,""quality"":3,""similarity"":6}",,2025-08-28 05:00:46.711+00,431155
343,session_1756356815556_expressivity_0.6,v002_whisper_opposite_scale_1.0,"{""emotion"":7,""quality"":3,""similarity"":7}",,2025-08-28 05:01:01.844+00,446288
344,session_1756356815556_expressivity_0.6,v002_surprise_neutral_scale_0.5,"{""emotion"":2,""quality"":6,""similarity"":6}",,2025-08-28 05:01:33.089+00,477533
345,session_1756356815556_expressivity_0.6,v001_excited_neutral_scale_0.5,"{""emotion"":7,""quality"":7,""similarity"":6}",,2025-08-28 05:01:47.294+00,491738
346,session_1756356815556_expressivity_0.6,v001_terrified_match_scale_1.0,"{""emotion"":7,""quality"":3,""similarity"":4}",,2025-08-28 05:02:03.18+00,507624
347,session_1756356815556_expressivity_0.6,v001_sad_match_scale_2.0,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-28 05:02:19.209+00,523653
348,session_1756356815556_expressivity_0.6,v002_terrified_opposite_scale_1.5,"{""emotion"":5,""quality"":6,""similarity"":6}",,2025-08-28 05:02:37.609+00,542053
349,session_1756354811896_expressivity_0.6,v001_fear_match_scale_3.0,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 04:20:27.284+00,15388
350,session_1756354811896_expressivity_0.6,v001_excitement_neutral_scale_1.0,"{""emotion"":5,""quality"":4,""similarity"":5}",,2025-08-28 04:20:39.183+00,27287
351,session_1756354811896_expressivity_0.6,v001_angry_opposite_scale_1.5,"{""emotion"":2,""quality"":2,""similarity"":3}",,2025-08-28 04:20:51.796+00,39900
352,session_1756354811896_expressivity_0.6,v002_toneup_opposite_scale_2.5,"{""emotion"":2,""quality"":2,""similarity"":3}",,2025-08-28 04:21:05.085+00,53189
353,session_1756354811896_expressivity_0.6,v001_excited_neutral_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 04:21:14.777+00,62882
354,session_1756354811896_expressivity_0.6,v001_toneup_neutral_scale_3.0,"{""emotion"":4,""quality"":2,""similarity"":4}",,2025-08-28 04:21:27.553+00,75657
355,session_1756354811896_expressivity_0.6,v002_excited_match_scale_0.5,"{""emotion"":5,""quality"":5,""similarity"":5}",,2025-08-28 04:21:43.31+00,91414
356,session_1756354811896_expressivity_0.6,v002_surprise_match_scale_1.5,"{""emotion"":3,""quality"":2,""similarity"":3}",,2025-08-28 04:22:01.191+00,109295
357,session_1756354811896_expressivity_0.6,v001_tonedown_match_scale_1.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 05:01:03.234+00,2451338
358,session_1756354811896_expressivity_0.6,v001_excited_match_scale_1.5,"{""emotion"":3,""quality"":5,""similarity"":5}",,2025-08-28 05:01:23.384+00,2471488
359,session_1756354811896_expressivity_0.6,v002_excited_match_scale_2.5,"{""emotion"":3,""quality"":5,""similarity"":5}",,2025-08-28 05:01:40.005+00,2488109
360,session_1756354811896_expressivity_0.6,v001_sad_match_scale_2.0,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 05:01:52.834+00,2500938
361,session_1756354811896_expressivity_0.6,v001_angry_opposite_scale_0.5,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 05:02:04.737+00,2512841
362,session_1756354811896_expressivity_0.6,v001_surprise_match_scale_1.5,"{""emotion"":6,""quality"":6,""similarity"":6}",,2025-08-28 05:02:19.171+00,2527275
363,session_1756354811896_expressivity_0.6,v001_sad_opposite_scale_1.5,"{""emotion"":2,""quality"":2,""similarity"":2}",,2025-08-28 05:02:32.586+00,2540690
364,session_1756354811896_expressivity_0.6,v001_terrified_match_scale_1.0,"{""emotion"":6,""quality"":5,""similarity"":5}",,2025-08-28 05:02:51.471+00,2559575
